Mod:Item:MetaData, Localized Name
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Pressure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Pressure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Pressure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Pressure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Pressure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Pressure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Pressure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Pressure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Pressure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Pressure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Pressure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Pressure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Pressure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Ghostwood Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
natura:imp_armor_helmet, Impskin Helmet
natura:imp_armor_chestplate, Impskin Jerkin
natura:imp_armor_leggings, Impskin Leggings
natura:imp_armor_boots, Impskin Boots
natura:ghostwood_sword, Ghostwood Sword
natura:ghostwood_pickaxe, Ghostwood Pickaxe
natura:ghostwood_shovel, Ghostwood Shovel
natura:ghostwood_axe, Ghostwood Hatchet
natura:ghostwood_kama, Ghostwood Kama
natura:ghostwood_bow, Ghostwood Bow
natura:bloodwood_sword, Bloodwood Sword
natura:bloodwood_pickaxe, Bloodwood Pickaxe
natura:bloodwood_shovel, Bloodwood Shovel
natura:bloodwood_axe, Bloodwood Hatchet
natura:bloodwood_kama, Bloodwood Kama
natura:bloodwood_bow, Bloodwood Bow
natura:darkwood_sword, Darkwood Sword
natura:darkwood_pickaxe, Darkwood Pickaxe
natura:darkwood_shovel, Darkwood Shovel
natura:darkwood_axe, Darkwood Hatchet
natura:darkwood_kama, Darkwood Kama
natura:darkwood_bow, Darkwood Bow
natura:fusewood_sword, Fusewood Sword
natura:fusewood_pickaxe, Fusewood Pickaxe
natura:fusewood_shovel, Fusewood Shovel
natura:fusewood_axe, Fusewood Hatchet
natura:fusewood_kama, Fusewood Kama
natura:fusewood_bow, Fusewood Bow
natura:netherquartz_sword, Nether Quartz Sword
natura:netherquartz_pickaxe, Nether Quartz Pickaxe
natura:netherquartz_shovel, Nether Quartz Shovel
natura:netherquartz_axe, Nether Quartz Axe
natura:netherquartz_kama, Nether Quartz Kama
natura:flint_and_blaze, Flint and Blaze
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
longfallboots:longfallboots, Long Fall Boots
loreexpansion:lore_journal:0, Lore Journal
loreexpansion:lore_journal:1, Lore Journal
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
loreexpansion:lore_scrap:0, Lore Page
multistorage:stone_storage:0, Stone Storage Upgrade
multistorage:stone_storage:1, Stone Cabinet
multistorage:stone_storage:2, Dense Stone Cabinet
multistorage:stone_storage:3, Chameleon Storage
multistorage:stone_storage:4, Dense Chameleon Storage
multistorage:stone_storage:5, Stone Junkbox
multistorage:stone_storage:6, Dense Stone Junkbox
multistorage:stone_storage:7, Stone Queue
multistorage:stone_storage:8, Dense Stone Queue
multitools:paxel_wood, Wooden Paxel
multitools:paxel_stone, Stone Paxel
multitools:paxel_iron, Iron Paxel
multitools:paxel_gold, Gold Paxel
multitools:paxel_diamond, Diamond Paxel
multitools:universaltool_wood, Wooden Universal Tool
multitools:universaltool_stone, Stone Universal Tool
multitools:universaltool_iron, Iron Universal Tool
multitools:universaltool_gold, Gold Universal Tool
multitools:universaltool_diamond, Diamond Universal Tool
oeintegration:excavatemodifier, Excavate Modifier
playerplates:obsidian_plate, Obsidian Pressure Plate
playerplates:mossy_plate, Mossy Cobble Pressure Plate
playerplates:invisible_obsidian_plate, Obsidian Pressure Plate (Invisible)
playerplates:invisible_mossy_plate, Mossy Cobble Pressure Plate (Invisible)
pouchofunknown:pouch, Pouch of Unknown
pristeel:pristeel_block, Pristeel Block
pristeel:prismarine_ore, Prismarine Ore
pristeel:pristeel_ingot, Pristeel Ingot
pristeel:pristeel_pickaxe, Pristeel Pickaxe
pristeel:pristeel_axe, Pristeel Axe
pristeel:pristeel_shovel, Pristeel Shovel
pristeel:pristeel_hoe, Pristeel Hoe
pristeel:pristeel_sword, Pristeel Sword
pristeel:pristeel_dagger, Pristeel Dagger
pristeel:pristeel_helmet, Pristeel Helmet
pristeel:pristeel_chestplate, Pristeel Chestplate
pristeel:pristeel_legs, Pristeel Leggings
pristeel:pristeel_boots, Pristeel Boots
refinedstoragerequestify:requester, Requester
bonetorch:bonetorch, Bone Torch
scalinghealth:heartcontainer, Heart Container
scalinghealth:crystalshard, Heart Crystal Shard
scalinghealth:heartdust, Heart Dust
scalinghealth:healingitem:0, Bandages
scalinghealth:healingitem:1, Medkit
scalinghealth:difficultychanger:0, Enchanted Heart
scalinghealth:difficultychanger:1, Cursed Heart
scannable:scanner, Scanner
scannable:module_blank, Blank Scanner Module
scannable:module_range, Scanner Module: Range
scannable:module_animal, Scanner Module: Animals
scannable:module_monster, Scanner Module: Monsters
scannable:module_ore_common, Scanner Module: Common Ores
scannable:module_ore_rare, Scanner Module: Rare Ores
